sale_date;channel_type;prod_name;cnt;amt;amt_clear
2021-09-29;Почта;А Снижаем ставку ;12;9172137;8262000
2021-10-01;Почта;Перспектива Лайт пенсионный  ;15;5200602,82;4438200
2021-10-26;МАП;Перспектива А  ;1;1013900;1009000
2021-01-14;КЦ;Адресный;77;27026096;23501000
2021-11-24;КЦ;ПраймАдресный  ;8;3184779;2761000
2021-01-14;КЦ;Льготный;38;8103701;6340500
2021-05-04;Почта;А Снижаем ставку плюс ;2;2095945;2001000
2021-10-15;Почта;Перспектива Лайт  ;144;49995115,6;43504500
2022-03-09;Почта;Суперсмарт Лайт А ;100;29285135;24701500
2021-06-23;DBO;Снижаем ставку плюс ;1;1010000;1010000
2022-05-27;Почта;Рефинансирование Практичный ;3;984489;780000
2022-08-19;DBO;Рефинансирование Практичный А ;27;11092713,6;10206000
2022-12-09;DBO;Рефинансирование Суперсмарт А ;9;4626997;4320000
2021-04-08;ПФР;Льготный;1;114900;100000
2021-06-24;ПФР;Снижаем ставку ;1;504900;500000
2022-06-02;КЦ;Практичный А ;80;26986548,05;21969000
2022-09-04;Почта;Практичный А ;4;2310742;1870000
2021-05-26;Почта;Рефинансирование Адресный;17;8686428,81;7872600,3
2021-09-28;МФЦ;Перспектива Лайт АЛ  ;1;471900;467000
2022-05-24;КЦ;Суперсмарт пенсионный ;2;441198;418000
2022-06-04;Стойки;Суперсмарт АП ;1;305499;300000
2022-07-13;Почта;Практичный АЛ ;78;21251304,66;16849000
2022-08-04;Почта;Рефинансирование Практичный пенсионный ;1;590699;500000
2021-04-10;Почта;Рефинансирование для пенсионеров;3;665660;610000
2021-08-03;Почта;А Снижаем ставку плюс ;3;3282200;3266500
2022-05-09;DBO;Суперсмарт пенсионный ;1;140000;140000
2021-01-06;МФЦ;Суперпочтовый;1;220750;150000
2021-10-07;МАП;Перспектива Лайт АП  ;1;200500;200500
2021-12-19;КЦ;Суперсмарт ;18;19984660;19517000
2022-05-05;DBO;Рефинансирование Суперсмарт А ;8;2786440;2535000
2021-01-16;Стойки;Льготный;4;456113;327000
2021-06-05;DBO;Снижаем ставку ;2;1358800;1160000
2021-08-24;КЦ;Рефинансирование Адресный;4;2733355,5;2680100
2022-06-10;КЦ;Шаг навстречу;2;446000;446000
2022-08-08;POS;Практичный А ;2;1358000;1310000
2022-10-08;КЦ;Суперсмарт А ;14;7447728;6752500
2022-06-11;DBO;Рефинансирование Суперсмарт А ;26;9010298;8341000
2021-06-10;DBO;ПраймАдресный Льготный  ;11;3827540;3198000
2021-03-18;Стойки;Суперпочтовый;2;614000;560000
2021-05-20;КЦ;АЛ Снижаем ставку плюс ;1;1209900;1205000
2021-07-07;POS;ПраймАдресный  ;3;1049800;1040000
2022-04-25;DBO;Суперсмарт Лайт ;18;3879300;3613500
2022-05-13;КЦ;Рефинансирование Суперсмарт Лайт А ;2;978700;799000
2021-07-18;КЦ;Рефинансирование Адресный;1;314600;300000
2022-08-23;КЦ;Шаг навстречу;3;576600;576600
2022-10-21;POS;Практичный А ;2;800000;800000
2021-10-14;DBO;Перспектива Лайт АПЛ  ;1;300000;300000
2022-03-04;Почта;Практичный А ;1;353140;300000
2021-11-25;Почта;Перспектива А  ;2;2109450;1810000
2022-06-21;Почта;Суперсмарт А ;58;19353435;17342000
2022-07-13;DBO;Практичный А ;191;69345958,97;64779500
2021-08-12;МФЦ;А Снижаем ставку плюс ;1;1000500;1000500
2021-08-25;КЦ;А Снижаем ставку плюс ;2;3373920;3001000
2021-08-27;Почта;Снижаем ставку А минимум ;3;2748000;2748000
2021-03-22;Почта;Льготный;11;2037560;1730000
2021-04-03;КЦ;Суперпочтовый;7;918603;744500
2021-04-13;Почта;ПраймСуперпочтовый  ;183;61784976;56271000
2021-11-01;DBO;Перспектива А  ;3;3006900;3000000
2022-03-09;DBO;Суперсмарт Лайт пенсионный ;1;244900;240000
2021-05-31;POS;ПраймАдресный  ;1;500000;500000
2021-11-15;Почта;А Снижаем ставку плюс ;4;5086600;5063000
2022-07-15;Стойки;Практичный А ;2;387294;305000
2022-09-26;DBO;Суперсмарт АП ;2;430000;430000
2022-06-15;DBO;Суперсмарт пенсионный ;1;300000;300000
2022-07-18;DBO;Рефинансирование Суперсмарт А ;47;20333907;19220600
2021-03-06;Почта;Снижаем ставку ;6;3988890;3635500
2021-04-12;КЦ;ПраймАдресный Льготный  ;13;5594814;5033500
2021-06-24;КЦ;Снижаем ставку А промо ;1;508900;504000
2021-08-04;DBO;Снижаем ставку А минимум ;2;1175700;1070000
2021-10-06;ПФР;Перспектива Лайт  ;1;300000;300000
2022-05-14;Стойки;Практичный пенсионный ;1;163916,8;140000
2022-11-06;КЦ;Практичный ;20;7203643,32;5978500
2021-01-05;МФЦ;Суперхит  Адресный;1;417480;294000
2021-10-05;МАП;ПраймАдресный Льготный  ;1;191100;156000
2022-08-15;КЦ;Суперсмарт ;5;2929750;2663500
2022-08-16;ПФР;Рефинансирование Суперсмарт А ;1;645000;500000
2021-05-19;DBO;ПраймАдресный Первый  ;4;1360000;1190000
2022-10-30;DBO;Суперсмарт А ;19;11877396;11280000
2022-01-21;КЦ;Знаниесила;1;294000;49000
2021-05-07;Почта;Адресный Льготный;59;10781451,5;9066500
2021-06-02;КЦ;Снижаем ставку А минимум ;1;1154900;1000000
2021-06-14;Почта;ПраймАдресный Первый  ;7;2345020;2097500
2021-09-30;POS;Перспектива Лайт  ;1;300000;300000
2021-09-17;КЦ;А Снижаем ставку ;8;5928525;5636000
2021-05-19;КЦ;ПраймАдресный Льготный  ;55;18183603;15734400
2021-07-03;POS;ПраймАдресный Льготный  ;1;215268;173000
2021-10-29;КЦ;А Перспектива Лайт  ;17;2318202,5;2068500
2021-01-27;Стойки;Суперхит;3;344696;273000
2021-08-24;КЦ;ПраймАдресный й Льготный  ;1;297956;241000
2021-10-01;КЦ;А Снижаем ставку плюс ;1;1256536;1081000
2022-08-17;DBO;Рефинансирование Суперсмарт АЛ ;1;479000;479000
2021-05-08;Почта;ПраймАдресный Первый  ;4;1104580;1011000
2021-09-20;POS;Перспектива Лайт АП  ;1;301000;301000
2022-04-13;Стойки;Суперсмарт Лайт А ;1;269500;245000
2021-10-15;Стойки;ПраймАдресный  ;1;372900;300000
2021-10-24;КЦ;А Снижаем ставку ;6;4974312,5;4431000
2022-03-30;Почта;Рефинансирование Суперсмарт Лайт ;1;304900;300000
2022-06-24;КЦ;Практичный А ;76;27187712,85;22268500
2022-11-27;DBO;Рефинансирование Практичный А ;33;16185559,52;13666458,21
2022-12-06;DBO;Суперсмарт А ;27;17812473;16664000
2021-09-16;КЦ;Перспектива Лайт АП  ;12;4523781,1;3750500
2022-03-04;МАП;Суперсмарт Лайт А ;3;835900;831000
2021-04-12;Почта;Снижаем ставку ;18;13834555;12846000
2021-06-28;DBO;Снижаем ставку А минимум ;4;4110830;3538000
2022-02-03;DBO;Суперсмарт АП ;2;1065800;1055000
2022-12-21;Почта;Рефинансирование Практичный А ;169;74668691,88;57633669,65
2021-01-21;Почта;Суперпочтовый;123;45783485,75;40925500
2022-06-15;КЦ;Суперсмарт АЛ ;3;964483;869000
2022-08-21;DBO;Рефинансирование Суперсмарт ;1;1265000;1265000
2021-01-08;POS;Адресный;1;60000;60000
2021-07-08;МАП;ПраймСуперпочтовый  ;11;3559850,8;3188000
2021-04-09;КЦ;ПраймАдресный Льготный  ;23;7834150;7080100
2021-08-01;КЦ;Снижаем ставку минимум ;1;1136900;1000000
2021-04-26;МАП;ПраймАдресный Льготный  ;5;1371000;1270000
2022-02-15;Почта;Рефинансирование Практичный АЛ ;4;1013308,68;893000
2022-09-26;КЦ;Рефинансирование Практичный пенсионный ;1;386019;300000
2021-02-13;Почта;Рефинансирование для пенсионеров;1;500000;500000
2022-06-21;DBO;Суперсмарт ;51;14943193;14141000
2022-08-22;DBO;Практичный А ;171;60772428,7;55585000
2021-09-07;КЦ;Снижаем ставку минимум ;1;1350000;1350000
2022-05-16;DBO;Практичный ;7;4623400;4590000
2022-09-01;КЦ;Суперсмарт АП ;1;731500;665000
2022-09-06;Почта;Суперсмарт А ;25;9821789;9072500
2021-08-28;КЦ;А Снижаем ставку плюс ;3;6910700;6462000
2022-04-01;Почта;Суперсмарт Лайт А ;120;29834961,8;25421500
2021-06-25;КЦ;Снижаем ставку минимум ;10;6667678;6282000
2022-12-27;DBO;Рефинансирование Суперсмарт А ;15;7361723,16;6690148,36
2021-07-27;DBO;А Снижаем ставку ;1;652720;549000
2021-10-07;КЦ;Перспектива А  ;2;1831987,5;1561000
2022-06-22;ПФР;Стабильный А ;2;252108,64;252108,64
2021-01-14;МАП;Адресный Первый Льготный;1;246050;190000
2021-04-08;Пятерочка;Адресный;1;237920;180000
2022-05-26;DBO;Рефинансирование Практичный ;2;460000;460000
2022-12-03;КЦ;Практичный А ;202;74828363,12;58690000
2022-02-16;DBO;Суперсмарт ;7;8126750;7615000
2022-04-09;DBO;Практичный ;17;3894833,75;3620500
2022-08-27;КЦ;Практичный ;96;48947359,94;39231500
2022-10-08;КЦ;Суперсмарт АП ;1;566999;500000
2021-04-16;ПФР;ПраймСуперпочтовый  ;1;594900;500000
2021-06-30;POS;ПраймАдресный Льготный  ;1;229100;190000
2021-08-10;DBO;А Снижаем ставку плюс ;2;2354900;2350000
2021-02-06;КЦ;Рефинансирование Адресный;2;751878;618000
2021-06-02;КЦ;Рефинансирование для пенсионеров;3;591199,55;505825,11
2022-06-17;КЦ;Рефинансирование Практичный ;6;5611937,5;4365000
2021-09-30;Почта;Перспектива Лайт  ;167;57580377,5;51586500
2021-12-17;МАП;Суперсмарт А ;5;4372800;4281000
2022-07-26;Почта;Шаг навстречу;1;234000;234000
2021-02-14;POS;Адресный;2;400000;400000
2021-02-27;DBO;Адресный;232;71357147,09;60107000
2021-10-08;DBO;Перспектива Лайт АП  ;2;555900;551000
2022-09-03;DBO;Суперсмарт ;13;4736078;4442500
2022-10-25;DBO;Практичный ;32;8719817,76;7531500
2022-12-06;Почта;Практичный АП ;39;12333562,15;9339000
2021-01-05;Стойки;Суперхит  Адресный;2;239860;184000
2021-03-20;КЦ;Адресный Первый;10;2276708,5;1978000
2021-10-19;КЦ;Рефинансирование;3;2197440,11;2101099,12
2021-05-03;Почта;Адресный;21;6672739;6108500
2021-12-08;МАП;Практичный АЛ ;1;126711,44;116000
2021-02-01;КЦ;Льготный;44;8733670,1;6932600
2021-08-10;DBO;ПраймАдресный й Льготный  ;1;351048,8;296000
2022-01-10;DBO;Суперсмарт ;2;1404900;1400000
2022-05-03;МАП;Суперсмарт ;1;400000;400000
2021-05-17;Почта;ПраймСуперпочтовый  ;155;52434130;47350000
2021-06-28;Почта;Рефинансирование;22;13000684,01;12033594,99
2022-06-14;Почта;Суперсмарт Лайт А ;4;1882236;1700000
2021-04-10;Почта;ПраймСуперпочтовый  ;90;28578314;26055500
2021-05-18;DBO;ПраймАдресный Первый  ;10;3116120;2744000
2022-07-28;Почта;Суперсмарт А ;18;7907046;7089500
2021-07-31;КЦ;Снижаем ставку А промо ;3;1858080;1763000
2022-05-18;Почта;Суперсмарт А ;34;11223124;10265500
2022-05-25;КЦ;Рефинансирование Суперсмарт пенсионный А ;7;2167292,5;1713500
2022-06-01;КЦ;Рефинансирование Практичный АЛ ;16;5138534,8;4193000
2021-06-09;Почта;Адресный;19;6633975;5739000
2021-12-23;DBO;Суперсмарт АЛ ;3;2318780;2273000
2022-03-30;КЦ;Суперсмарт Лайт АП ;14;4470820;3920000
2022-12-01;DBO;Практичный ;51;13501488,38;12402000
2021-03-31;КЦ;Рефинансирование;16;6844513,72;6001931,02
2021-10-16;КЦ;Рефинансирование;4;1500882,96;1307799,4
2021-01-15;Почта;Суперхит;244;67591150,8;51289000
2022-02-05;КЦ;Практичный АПЛ ;2;700116,28;613000
2022-07-15;DBO;Рефинансирование Суперсмарт А ;33;16713456,2;15091400
2022-07-28;DBO;Суперсмарт ;29;11955993;11152500
2021-02-11;Стойки;Суперхит  Адресный;1;314460;218000
2021-04-24;POS;ПраймАдресный  ;1;500000;500000
2021-10-22;Почта;Перспектива А  ;13;12745049;11286500
2022-12-08;DBO;Стабильный А ;32;4503874,56;4503874,56
2021-01-18;КЦ;Шаг навстречу;1;112200;112200
2021-04-26;КЦ;Рефинансирование для пенсионеров;4;2150199,77;1996999,8
2021-04-25;DBO;Суперпочтовый;5;753400;600000
2021-07-17;DBO;ПраймАдресный Льготный  ;19;6688952;5547000
2021-08-26;КЦ;Снижаем ставку плюс ;5;8527900;7848000
2022-08-26;Почта;Практичный ;261;130979294,3;106737500
2022-11-11;Почта;Рефинансирование Практичный А ;135;63288871,29;50077754,23
2021-10-30;КЦ;Перспектива  ;15;16118476,5;14693000
2021-01-29;КЦ;Льготный;32;4128064;3241500
2021-08-02;DBO;ПраймЛьготный  ;2;853704;694000
2022-07-18;КЦ;Практичный ;171;92132219,06;75026000
2022-08-05;DBO;Практичный АЛ ;3;1410636,4;1111000
2021-12-22;Почта;Рефинансирование Суперсмарт ;1;1014240;978000
2022-09-15;Почта;Стабильный А ;35;6634897,51;6634897,51
2021-01-19;МАП;Адресный Первый;1;463050;450000
2021-06-15;Почта;Снижаем ставку промо ;14;13612680;12757500
2021-06-10;Почта;Адресный Льготный;8;1862152;1685000
2022-04-09;КЦ;Рефинансирование Суперсмарт Лайт А ;10;3263357,2;2952600
2021-09-27;МАП;Перспектива Лайт АЛ  ;1;436252;380000
2022-07-26;КЦ;Рефинансирование Суперсмарт АЛ ;1;526199;440000
2021-03-16;КЦ;А Снижаем ставку плюс ;1;1105800;1010000
2021-11-24;DBO;Перспектива Лайт АП  ;6;1834500;1810000
2021-03-31;МФЦ;ПраймАдресный  ;2;729340;665000
2021-10-19;Почта;Шаг навстречу;3;435600;435600
2022-10-14;МАП;Практичный ;1;100000;100000
2021-03-18;МФЦ;Суперпочтовый;1;72300;60000
2021-06-10;КЦ;Снижаем ставку плюс ;4;4736325;4423500
2021-06-14;КЦ;Снижаем ставку пенс промо ;1;520900;516000
2022-10-04;МАП;Практичный А ;2;406972,87;350000
2021-10-12;Стойки;Перспектива Лайт  ;2;824521,5;700500
2021-10-26;КЦ;Перспектива АП  ;2;1840196,8;1620500
2022-09-28;КЦ;Практичный АПЛ ;6;2175085;1851500
2021-03-24;Почта;ПраймЛьготный  ;21;5317887;5092600
2021-11-29;КЦ;А Снижаем ставку ;1;504900;500000
2022-09-08;КЦ;Рефинансирование Суперсмарт А ;5;3062207;2800000
2021-01-12;Почта;Рефинансирование Адресный;5;1272268,33;1096259,07
2021-09-03;Почта;Снижаем ставку плюс ;11;16924616;16103000
2022-07-21;КЦ;Суперсмарт АЛ ;1;150699;130000
2021-03-21;Стойки;Суперпочтовый;1;112600;100000
2021-06-04;Почта;Рефинансирование для пенсионеров;8;1537071,45;1297766,3
2021-07-22;Стойки;ПраймАдресный  ;2;440300;376000
2021-04-19;Почта;АП Снижаем ставку плюс ;2;2201245;2010500
2021-06-16;КЦ;Рефинансирование;13;5255557,19;4629845,71
2021-07-20;DBO;Снижаем ставку АП минимум ;2;2046350;1910000
2022-03-04;DBO;Суперсмарт Лайт АП ;4;1194600;1100000
2022-08-24;DBO;Рефинансирование Суперсмарт А ;46;22163400;20680200
2021-02-02;МАП;Суперпочтовый;8;3491006;3303000
2021-09-18;Почта;АП Перспектива Лайт  ;1;298320;240000
2022-03-30;Почта;Суперсмарт Лайт АП ;22;5621733,2;4974000
2022-06-09;DBO;Практичный А ;39;9153220;9097000
2021-08-02;Почта;ПраймСуперпочтовый  ;124;43367313,6;37852500
2021-05-14;МАП;ПраймАдресный  ;10;3820840;3605000
2021-07-05;МАП;ПраймСуперпочтовый  ;9;3087000;2954500
2022-04-23;КЦ;Суперсмарт ;21;5841256,4;5185500
2022-04-30;Почта;Рефинансирование Суперсмарт пенсионный А ;3;762632;655000
2021-02-27;КЦ;СуперпочтовыйДБО;2;1118489,5;1075500
2021-07-09;КЦ;Снижаем ставку А минимум ;2;1879280;1741000
2021-07-16;Стойки;ПраймАдресный Льготный  ;3;602198;499500
2021-09-06;POS;Рефинансирование;1;299999,6;299999,6
2021-10-06;КЦ;Снижаем ставку А минимум ;1;5000000;5000000
2021-10-19;Почта;АЛ Перспектива Лайт  ;70;12740046,68;10846800
2022-01-25;Почта;Рефинансирование Практичный ;13;3710946,3;3270501,08
2022-02-07;Почта;Практичный пенсионный ;6;2511098,96;2292100
2022-08-22;DBO;Рефинансирование Практичный ;1;290582;230000
2021-08-07;КЦ;Рефинансирование;5;2427702;2151000
2022-10-18;POS;Практичный А ;2;459000;459000
2021-10-18;Почта;АЛ Снижаем ставку ;2;1201090;1022000
2022-04-16;МАП;Суперсмарт Лайт А ;1;504900;500000
2021-10-30;Почта;ПраймАдресный  ;5;1712000;1619500
2022-01-22;DBO;Рефинансирование Практичный А ;1;348240;300000
2022-06-27;DBO;Суперсмарт АПЛ ;1;170499;150000
2022-05-04;КЦ;Рефинансирование Суперсмарт Лайт ;2;405800;380000
2021-02-19;КЦ;Снижаем ставку ;3;2482087,5;2250500
2022-01-10;МАП;Практичный АЛ ;2;1086200;1000000
2021-10-06;МАП;Перспектива АП  ;1;3000000;3000000
2022-10-25;Почта;Стабильный А ;19;3604606,33;3604606,33
2021-04-19;КЦ;Снижаем ставку плюс ;3;3738140;3416000
2021-06-03;МФЦ;Снижаем ставку ;1;539900;535000
2021-11-07;DBO;Перспектива АЛ  ;1;596000;596000
2022-07-25;Почта;Суперсмарт А ;26;8520346;7811000
2021-06-15;МАП;А Снижаем ставку ;2;1204900;1200000
2021-08-13;POS;ПраймАдресный  ;2;782100;698000
2022-02-22;КЦ;Суперсмарт А ;25;22465025;21200500
2022-04-04;Почта;Рефинансирование Суперсмарт Лайт А ;18;4696586;4010000
2022-08-22;Почта;Практичный АЛ ;116;39221152,1;31052500
2022-03-18;МФЦ;Суперсмарт Лайт ;3;649080;573500
2022-06-12;КЦ;Суперсмарт А ;6;1513495;1410500
2022-07-26;Почта;Стабильный А ;57;10027932,78;10027932,78
2022-10-17;DBO;Суперсмарт ;2;1178999;1100000
2021-06-09;МАП;ПраймАдресный Льготный  ;4;980079;913100
2022-02-10;МАП;Практичный А ;7;2245524,64;2013000
2022-10-10;КЦ;Стабильный А ;14;2636637,6;2636637,6
2022-03-01;МАП;Суперсмарт Лайт пенсионный ;1;154900;150000
2021-03-17;Почта;Адресный Первый Льготный;37;5825713;4939500
2021-11-10;Почта;Перспектива Лайт АПЛ  ;3;1061280;928000
2022-04-15;КЦ;Рефинансирование Суперсмарт пенсионный А ;4;1182474;989000
2022-05-27;КЦ;Рефинансирование Практичный А ;40;18572436,8;16027500
2022-09-03;МАП;Практичный АЛ ;1;250000;250000
2021-06-16;МАП;ПраймАдресный Льготный  ;3;845300;710000
2021-10-02;POS;Перспектива Лайт А  ;1;200500;200500
2021-01-27;МАП;Суперхит;6;2275310;1873500
2021-05-08;КЦ;ПраймСуперпочтовый  ;46;14663304;13297500
2021-06-08;МФЦ;ПраймСуперпочтовый  ;2;711130;598500
2021-10-20;КЦ;АЛ Снижаем ставку ;1;578900;572000
2022-05-08;DBO;Практичный АП ;6;1629400;1600000
2022-04-18;Почта;Рефинансирование Суперсмарт Лайт А ;20;5888341;5024100
2022-07-06;КЦ;Суперсмарт ;7;5454156;4931500
2022-07-14;Почта;Практичный АПЛ ;7;2304713,4;1844500
2022-12-09;Почта;Суперсмарт ;7;7062427;6181000
2022-03-31;Почта;Рефинансирование Суперсмарт Лайт пенсионный А ;8;2148696;1656000
2022-11-06;DBO;Рефинансирование Суперсмарт А ;10;5136028,63;4772385,38
2022-12-29;DBO;Практичный АП ;3;848900,59;640000
2021-01-20;Почта;Суперхит  Адресный;150;50382027;37417500
2021-03-13;КЦ;Рефинансирование для пенсионеров;4;966798,5;821500
2021-04-30;DBO;А Снижаем ставку ;1;665000;665000
2022-07-06;DBO;Практичный ;39;11433502,86;10500500
2021-02-10;Почта;Льготный;96;16980209;13179200
2021-05-29;DBO;Снижаем ставку плюс ;1;1182100;1080000
2022-09-15;DBO;Практичный ;31;17961309,3;16719000
2021-03-20;КЦ;ПраймАдресный Первый  ;5;1619000;1464000
2021-07-30;DBO;А Снижаем ставку ;3;1670900;1567000
2021-08-25;КЦ;АПЛ Снижаем ставку ;1;600800;505000
2021-10-12;Почта;Перспектива АПЛ  ;1;808600;802700
2022-04-11;POS;Рефинансирование Суперсмарт Лайт А ;1;289300;263000
2022-05-28;DBO;Суперсмарт Лайт А ;3;1622500;1475000
2021-05-14;DBO;А Снижаем ставку плюс ;2;6039900;5765000
2021-07-06;Почта;Снижаем ставку А промо ;4;5126185;4738500
2021-11-20;Стойки;Перспектива Лайт А  ;5;1477206;1374500
2021-09-06;Почта;А Снижаем ставку плюс ;5;9966020;8871000
2021-12-06;КЦ;Суперсмарт АП ;6;4725250;4615000
2022-02-07;МАП;Знаниесила;1;631600;157900
2021-02-02;МАП;Суперхит  Адресный Первый;1;185000;185000
2021-08-23;Почта;А Снижаем ставку ;16;12543043;11403000
2021-05-15;Почта;Снижаем ставку ;15;11138190;10168000
2022-01-13;Стойки;Практичный пенсионный ;1;333265,56;301000
2022-08-15;DBO;Рефинансирование Практичный ;1;379020;300000
2021-06-15;КЦ;ПраймАдресный й Льготный  ;1;478080;401000
2021-12-30;КЦ;Шаг навстречу;5;1005000;1005000
2022-04-22;DBO;Суперсмарт А ;1;509900;505000
2022-08-20;КЦ;Шаг навстречу;1;195000;195000
2022-08-05;Почта;Суперсмарт АЛ ;2;552198;470000
2021-02-15;КЦ;Суперпочтовый;66;18833033;16355500
2021-09-01;DBO;Снижаем ставку ;1;600000;600000
2022-03-15;DBO;Суперсмарт Лайт А ;56;14595483;13536000
2022-04-12;Почта;Суперсмарт Лайт ;38;9939827;8577000
2022-04-13;Почта;Суперсмарт Лайт АПЛ ;1;253500;226000
2022-04-22;МАП;Практичный А ;3;768770;755000
2022-04-19;КЦ;Практичный АПЛ ;2;634370;573000
2021-05-06;DBO;АП Снижаем ставку ;1;654900;650000
2021-06-04;КЦ;ПраймЛьготный  ;4;1697654;1476000
2021-03-29;DBO;Льготный;3;604290;500000
2021-08-22;DBO;Снижаем ставку А промо ;1;1125580;990000
2022-06-08;МФЦ;Практичный А ;1;102999;100500
2021-01-19;Стойки;Льготный;2;121640;107000
2021-06-10;DBO;Снижаем ставку минимум ;3;4610610;4299000
2022-04-13;МАП;Суперсмарт Лайт А ;3;868150;805500
2021-07-09;DBO;ПраймАдресный Первый  ;2;776520;640000
2022-06-26;КЦ;Рефинансирование Суперсмарт А ;2;830499;750000
2021-01-19;МФЦ;Льготный;1;204000;150000
2021-05-29;КЦ;А Снижаем ставку ;5;3234700;3121000
2021-07-31;DBO;ПраймАдресный Первый  ;4;1506718;1281000
2022-06-14;МАП;Практичный ;2;732399;600000
2022-09-13;DBO;Суперсмарт А ;92;38263224,5;35616000
2021-02-01;МАП;Адресный Льготный;6;1713745;1395000
2021-02-04;DBO;Суперхит;18;5490590;4285500
2021-04-07;POS;Адресный Льготный;2;233900;230000
2021-06-30;МАП;Рефинансирование;2;682198,59;569998,8
2021-02-17;Пятерочка;Адресный Льготный;1;275510;190000
2021-08-27;POS;ПраймАдресный  ;1;430190;355000
2021-09-02;КЦ;Снижаем ставку А минимум ;2;1697300;1687500
2021-09-08;Стойки;ПраймАдресный Льготный  ;1;248221,6;200100
2021-04-23;Почта;Снижаем ставку ;14;9916420;8945500
2022-04-06;Почта;Шаг навстречу;1;394000;394000
2021-07-10;Почта;ПраймСуперпочтовый  ;42;13873025,2;12157000
2022-03-05;КЦ;Суперсмарт Лайт АЛ ;8;1885657,5;1535000
2022-09-01;Почта;Стабильный А ;22;4159823,52;4159823,52
2021-05-31;Почта;Снижаем ставку минимум ;27;35720890;33407000
2021-12-08;Почта;Рефинансирование Суперсмарт ;1;1345900;1300000
2022-02-21;КЦ;Суперсмарт Лайт А ;62;23401554,2;21008000
2021-10-25;КЦ;Перспектива Лайт  ;85;29236430,6;25739000
2022-03-18;МАП;Суперсмарт А ;1;780000;780000
2022-04-14;DBO;Рефинансирование Суперсмарт Лайт А ;6;1818300;1696000
2022-06-23;Почта;Рефинансирование Практичный АП ;1;405399;300000
2022-08-06;DBO;Суперсмарт АП ;4;1815250;1695000
2021-01-21;Почта;Суперхит  Адресный Первый;43;11380471;9063500
2022-01-21;КЦ;Суперсмарт АЛ ;3;1645100;1596000
2021-01-11;Пятерочка;Адресный Льготный;1;147800;100000
2021-11-01;КЦ;РефинансированиеПерспектива  ;4;2016493;1816000
2022-02-11;КЦ;Суперсмарт Лайт АЛ ;3;864422;721000
2022-02-14;КЦ;Рефинансирование Суперсмарт Лайт А ;3;876233,96;755300
2022-10-20;DBO;Суперсмарт А ;7;2992795;2728000
2021-01-15;КЦ;Адресный Льготный;82;19776770,5;15311000
2021-09-08;DBO;А Перспектива Лайт  ;47;16054720;14451000
2022-02-28;МАП;Суперсмарт Лайт АЛ ;2;362444,5;330500
2021-06-19;КЦ;ПраймЛьготный  ;2;670900;614000
2021-08-15;КЦ;ПраймАдресный Льготный  ;10;3191612;2660000
2021-12-18;МАП;Практичный А ;3;1039844;976000
2021-11-27;Стойки;Суперсмарт А ;1;1654900;1600000
2022-04-11;КЦ;Суперсмарт Лайт АЛ ;20;5503862;4726500
2022-07-02;DBO;Практичный пенсионный ;2;611019;525000
2022-07-21;Почта;Суперсмарт ;13;3287530;2919000
2022-06-08;КЦ;Суперсмарт АП ;12;2346279;2173500
2021-04-20;POS;ПраймСуперпочтовый  ;2;600500;600500
2022-03-08;DBO;Суперсмарт Лайт АЛ ;2;415750;353000
2022-08-02;Почта;Рефинансирование Практичный АП ;1;638699;500000
2022-08-09;Почта;Рефинансирование Практичный ;8;4756138,96;3888000
2022-08-22;КЦ;Суперсмарт А ;13;5429724;4800000
2021-03-26;Почта;ПраймАдресный  ;65;25607560;23754000
2021-06-15;КЦ;А Снижаем ставку плюс ;2;3098200;2920500
2021-09-30;Почта;ПраймАдресный Льготный  ;20;6025943,5;5244600
2021-12-16;МФЦ;Суперсмарт ;1;828900;800000
2021-02-05;ПФР;Суперхит  Адресный;1;40460;30000
2022-07-15;DBO;Суперсмарт АП ;9;3073839;2877500
2021-06-11;КЦ;ПраймСуперпочтовый  ;78;28504706;24907000
2022-05-25;Почта;Суперсмарт ;43;15431063,9;13602000
2021-11-05;POS;ПраймАдресный Льготный  ;1;164000;164000
2022-01-15;Почта;Практичный А ;89;29649200,12;26011000
2022-07-05;КЦ;Практичный А ;208;83410079,33;68676500
2022-08-16;КЦ;Рефинансирование Суперсмарт А ;6;3000381;2559000
2021-05-24;МАП;Рефинансирование;2;966400;880000
2022-02-08;КЦ;Практичный АПЛ ;1;586200;500000
2022-08-10;Стойки;Стабильный А ;1;156297,89;156297,89
2021-04-07;МАП;ПраймАдресный  ;5;2072200;2003500
2022-02-27;КЦ;Суперсмарт АЛ ;4;2993902,5;2738000
2022-02-24;Почта;Суперсмарт Лайт ;174;53257310,4;47498000
2022-03-05;Почта;Суперсмарт Лайт АП ;4;1089841;981500
2022-05-17;DBO;Суперсмарт Лайт АП ;8;1850550;1706500
2022-12-15;Почта;Практичный ;231;93761105,43;74078500
2022-01-01;DBO;Суперсмарт А ;2;4515900;4509000
2022-10-20;КЦ;Рефинансирование Практичный ;2;546009,77;407160
2021-09-09;Почта;Снижаем ставку АЛ промо ;1;1186080;1001000
2021-11-26;Почта;Перспектива Лайт пенсионный  ;6;1951399,4;1777000
2022-07-01;Стойки;Стабильный А ;2;340527,59;340527,59
2021-05-06;МФЦ;ПраймАдресный  ;2;512020;464500
2021-05-17;DBO;А Снижаем ставку ;4;2321280;2121000
